# Switch — blawar/titledb (full title IDs)
010090101899c000,CoComelon: Play with JJ
01009010281e6000,What Misaki holds in her hand is her deduction
0100902001014000,Othello
01009020135fe000,Dungeon Nightmares 1+2 Collection
010090202046c000,Quick, Quack!
0100902021118000,Love Furry Boys: Zodiac Dating App
010090301a246000,Ala Mobile - Formula Racing
010090301a247001,Variante livery bundle
0100903020e66000,Bubble Riders
01009040091e0000,Wolfenstein II®: The New Colossus™
010090400d366000,Torchlight II
010090400d367001,Yapper
010090400d367002,Polish Language Pack
0100904019a30000,FRMaster - Formula Racing Simulator
010090501e902000,Tiny Watermelon Match
010090501fccc000,Mystery Detective Adventure
010090501fdd8000,Whispering Paws
010090600cb98000,Ninja Village
01009060193c4000,Five Nights at Freddy's: Security Breach
010090601ee66000,There's No Dinosaurs
010090601ee67001,There's No Dinosaurs Dark
010090601ef42000,Easter Bunny: Bubble Shooter
010090601fd66000,HUNTER×HUNTER NEN×IMPACT
010090601fd67001,Pre-order bonus "Character color variation for Gon"
010090601fd67002,Season Pass 1 Limited Character Arrangement Costume（Chrollo）
010090601fd67033,Deluxe Package First Limited Edition Extra Costumes
0100907011392000,OkunoKA Madness
01009070118b4000,My Secret Pets!
01009070133d0000,Road 3 Pack
0100907015146000,The Shadow You
0100907023ef2000,Mind & Sight Spot the Difference Workout
010090801d6e2000,nGolf
010090801d6e3001,Moon Swing
010090801d6e3002,Western Fairways
010090801d6e3003,Colorful Golf Balls 1
010090801d6e3004,Colorful Golf Balls 2
010090801d6e3005,Colorful Golf Balls 3
010090801d6e3006,Colorful Golf Balls 4
010090801d6e3007,Colorful Golf Balls 5
010090801d6e3008,Colorful Golf Balls 6
010090802801a000,sins of KALEIDO
01009090159fe000,Poker Champion: Texas Hold'em
010090901ec32000,Horticular
010090901ec33001,Horticular: Frozen Frontier
0100909021106000,PicoMix by NuSan
0100909027920000,Which Era Is This? Japanese History Era Guess Quiz
010090a018f94000,The Samurai Collection (QUByte Classics)
010090a024430000,Hypno Halo
010090b005150000,Oceanhorn - Monster of Uncharted Seas Demo
010090b00b1f0000,Hot Springs Story
010090b014218000,America Wild Hunting
010090b018fd8000,Counter Bunny Hop - Strike Go Simulator Xtreme Deluxe 3D Shooter
010090b01bf14000,Luna-3X
010090b01e598000,Diamond Hands: To The Moon
010090c00f7ba000,Just Ignore Them
010090c014d3c000,Rogue Explorer
010090c016ee4000,Match Three Pirates II
010090c019c90000,Dark Dungeon Warrior
010090c01ac4a000,Insurmountable
010090d016ade000,Drift King
010090d025fe6000,Cyber Girls
010090d02784e000,Zombie Hearts: Turn the Undead into Anime Girls
010090e00ecf4000,The Tenth Line Special Edition
010090e015df0000,The Preschoolers: Season 1
010090e015df1001,Whiteboards Pack 1
010090e015df1002,Whiteboards Pack 2
010090e015df1003,Whiteboards Pack 3
010090e015df1004,Whiteboards Pack 4
010090e015df1005,Whiteboards Pack 5
010090e015df1006,Whiteboards Pack 6
010090e015df1007,Whiteboards Pack 7
010090e015df1008,Whiteboards Pack 8
010090e015df1009,A Christmas Tree
010090e015df100a,Snowballs
010090e0205d2000,Wizardry: The Five Ordeals
010090e0205d3001,Wizardry: The Five Ordeals - Scenario "Prisoners of the Battles"
010090e0205d3002,Wizardry: The Five Ordeals - Scenario "The Absence of Misericordia"
010090e0209ec000,Garten of Banban 7
010090f012916000,Ghostrunner
010090f012917002,Ghostrunner Katanas
010090f012917003,Ghostrunner: Winter Pack
010090f012917004,Ghostrunner: Metal Ox Pack
010090f012917005,Ghostrunner: Neon Pack
010090f012917006,Ghostrunner: Halloween Pack
010090f012917008,Ghostrunner: Project_Hel
010090f013a32000,Dark Grim Mariupolis
010090f014ca4000,Space Warrior
010091000cc0e000,Hyperide
010091000f72c000,Save Your Nuts
01009100115c0000,Solitaire Deluxe Bundle - 3 in 1
010091001f492000,Ninja Issen (忍者一閃) : The Scroll of Dimension
01009100256e8000,Cave of Illusions: Twistyland
0100911014898000,Espgaluda II
0100911019160000,Beach Boys: You and Me
010091102424a000,Call of the Sea
01009120119b4000,Deathsmiles I･II
01009120119b5001,Additional Characters "Gothic wa Mahou Otome" 5 Characters Set
010091201701c000,Horse Stable: Herd Care Simulator
010091201a3f2000,BZZZT
010091201b796000,Worlds of Aria
010091201b797001,Worlds of Aria - Supporters' Pack
010091201b797002,Backer's Pack
010091201cf8a000,Arcade Archives SCRAMBLE FORMATION
0100912025a84000,Recipe of Love
0100912027bde000,Hako Maze
010091300ffa0000,Grizzland
01009130156ba000,Wildbus
0100913015928000,Autobahn Police Simulator 2 - Nintendo Switch™ Edition
0100913019170000,MLB® The Show™ 23
0100913019171001,MLB® The Show™ 23 Digital Deluxe Add-On
01009130278e8000,Hentai Reality 3
010091400b596000,Gaokao.Love.100Days
010091400d238000,Bloodroots
0100914021326000,Airplane Flight Simulator : Dangerous Landings
0100914021327001,Airplane Flight Simulator : Dangerous Landings DLC - Flight Training Plane
0100914021327002,Airplane Flight Simulator : Dangerous Landings DLC - Business Flight Plane
0100914021327003,Airplane Flight Simulator : Dangerous Landings DLC - Commercial Flight Plane
0100914025114000,Truck Simulator 2025: City Work Delivery
0100915020400000,Cabernet
0100916011210000,Cloudpunk
0100916016740000,My Lovely Wife
01009160181ba000,Radon Break
0100916021874000,Cats Visiting Underwater World
0100917007888000,Piczle Lines DX Demo
010091700d826000,Raiders of the North Sea
010091700f76e000,〇× LOGIC PUZZLE 1000 !
01009170129fa000,One Line Coloring
01009170152e8000,Star Hunter DX
0100917019fd6000,nPaint
0100917019fd7001,Gallery Expansion 1
0100917019fd7002,Gallery Expansion 2
0100917019fd7003,Gallery Expansion 3
0100917019fd7004,Gallery Expansion 4
0100917019fd7005,Gallery Expansion 5
0100917019fd7006,Gallery Expansion 6
0100917019fd7007,Gallery Expansion 7
0100917019fd7008,Gallery Expansion 8
0100917019fd7009,Gallery Expansion 9
0100917019fd700a,Gallery Expansion 10
010091701af62000,Reigns: Three Kingdoms
0100918018510000,NEEDY STREAMER OVERLOAD
0100918019990000,Norn9: Var Commons
010091801bf70000,Roots of Pacha
0100918027614000,House Fixer Simulator
010091900ed16000,KungFu Kickball
01009190122aa000,Backyard Pirates!
010091901be24000,Noobs Want to Live
010091901d046000,Chicken Police: Into the HIVE!
010091901dfd2000,PO'ed: Definitive Edition
0100919027dbe000,The Coma 3: Bloodlines
0100919027dbf001,The Coma 3: Bloodlines - Nightmare Slayer Skin
0100919027dbf002,The Coma 3: Bloodlines - Ghost Agent No. 3 Skin
0100919027dbf003,The Coma 3: Bloodlines - Overaction Skin
0100919027dbf004,The Coma 3: Bloodlines - Autumn Girl Skin
0100919027dbf005,The Coma 3: Bloodlines - Sehwa Arts High School Skin
0100919027dbf006,The Coma 3: Bloodlines - Gangster Shaman Girl Skin
0100919027dbf007,The Coma 3: Bloodlines - Overly Attractive Teacher Skin
0100919027dbf008,The Coma 3: Bloodlines - Daughter of a Millionaire Skin
010091a01b724000,Paint Bowl
010091a027dd4000,Amazing Facts World Culture True or False Quiz
010091b00b762000,Raining Coins
010091b01d444000,Pixel Game Maker Series HUNTER OF DEVIL
010091b022a8a000,PAW Patrol™: Dino World
010091c013f6e000,Monument
010091c0221ee000,Dreamless Girl
010091c0221ef001,Rose-Hued Uniforms
010091d00be38000,Rock of Ages 2: Bigger & Boulder™
010091d00be39001,The Binding of Isaac Pack
010091d00bf9e000,GALAK-Z: The Void: Deluxe Edition
010091d01597c000,ARKANOID - ETERNAL BATTLE
010091d01597d001,LIMITED EDITION PACK - TAITO LEGACY
010091d01597d002,SPACE SCOUT PACK
010091d016210000,Blackberry Honey
010091d01a20c000,Magic Card Tricks
010091d01e6de000,Fantasy Friends: Dream Worlds
010091e01330c000,Heroes of Loot
010091e01444e000,Heaven Dust 2
010091e016a08000,Arcade Archives PISTOL DAIMYO NO BOUKEN
010091e0170e2000,Nun Massacre
010091e01dba4000,Kitchen Crisis
010091e01efd4000,Sportitions’24
010091e0200b8000,Dagon: Complete Edition
010091e020c2e000,The Genie of the Wonderful Lamp
010091e0253b2000,Anime School Love: Her Teacher's Secret Lesson
010091f014e5c000,WitchSpring3 [Re:Fine] - The Story of Eirudy
010091f014e5d002,WitchSpring3 Re:Fine Outfit Pack
010091f015e12000,Arcade Archives RAIMAIS
010091f01908e000,Camp Sunshine
010091f01c70c000,Irem Collection Volume 2
0100920016e24000,Behind Closed Doors: A Developer's Tale
0100920019504000,LET'S PLAY CURLING!!
010092001e564000,Mommy's Warm Hot Spring ～ぽかぽかママ恋温泉～
010092002332e000,Dreamscapes - Nightmare’s Heir
0100921006a04000,Night in the Woods
01009210144d4000,Escape Route
01009210258c8000,Escape from Ever After
01009210282ec000,Brainrot Clicker: Steal All
0100922008008000,NARUTO SHIPPUDEN: Ultimate Ninja STORM 2
01009220117fe000,Flewfie's Adventure
010092201711e000,Arcade Archives DRAGON SPIRIT
010092400a678000,Zaccaria Pinball
010092400a679001,Locomotion Table
010092400a679002,Devil Riders Table
010092400a679003,Pinball Champ Tables Pack
010092400a679004,Farfalla Table
010092400a679005,Blackbelt Table
010092400a679006,Hot Wheels Table
010092400a679007,Robot Table
010092400a679008,Soccer Kings Table
010092400a679009,Shooting The Rapids Table
010092400a67900a,Star God Table
010092400a67900b,Magic Castle Table
010092400a67900c,Earth Wind Fire Table
010092400a67900d,Clown Table
010092400a67900e,Future World Table
010092400a67900f,Space Shuttle Table
010092400a679010,Fire Mountain Table
010092400a679011,Winter Sports Table
010092400a679012,Zankor Table
010092400a679013,Pool Champion Table
010092400a679014,Mexico '86 Table
010092400a679015,House of Diamonds Table
010092400a679016,Mystic Star Table
010092400a679017,Spooky Table
010092400a679018,Star's Phoenix Table
010092400a679019,Strike Table
010092400a67901a,Aerobatics Table
010092400a67901b,Circus Table
010092400a67901c,Combat Table
010092400a67901d,Moon Flight Table
010092400a67901e,Lucky Fruit Table
010092400a67901f,Universe Table
010092400a679020,Supersonic Table
010092400a679021,Cine Star Table
010092400a679022,Wood's Queen Table
010092400a679023,Nautilus Table
010092400a679024,Red Show Table
010092400a679025,Shoothing The Rapids 2016 Table
010092400a679026,Space Shuttle 2016 Table
010092400a679027,Combat 2017 Table
010092400a679028,Circus 2017 Table
010092400a679029,Earth Wind Fire 2017 Table
010092400a67902a,House of Diamonds 2017 Table
010092400a67902b,Spooky 2017 Table
010092400a67902c,Farfalla 2017 Table
010092400a67902d,Magic Castle 2017 Table
010092400a67902e,Hot Wheels 2017 Table
010092400a67902f,Campaign Mode
010092400a679030,Zankor 2017 Table
010092400a679031,Locomotion 2018 Table
010092400a679032,Achievement Table Pack
010092400a679033,Robot 2018 Table
010092400a679034,Pinball Champ 2018 Table
010092400a679035,Blackbelt 2018 Table
010092400a679036,Winter Sports 2018 Table
010092400a679037,Tropical Table
010092400a679038,Future World 2018 Table
010092400a679039,Granada Table
010092400a67903a,Top Hand Table
010092400a67903b,Nautilus 2018 Table
010092400a67903c,Star's Phoenix 2018 Table
010092400a67903d,27 Retro Tables
010092400a67903e,Pool Champion 2018 Table
010092400a67903f,Clown 2019 Table
010092400a679040,Devil Riders 2019 Table
010092400a679041,Fire Mountain 2019 Table
010092400a679042,Tropical 2019 Table
010092400a679043,Wood's Queen 2019 Table
010092400a679044,Time Machine 2019 Table
010092400a679045,Star God 2019 Table
010092400a679046,Zombie Invasion Mode
010092400a679047,Zaccaria Deluxe Table Pack 1
010092400a679048,Zaccaria Deluxe Table Pack 2
010092400a679049,Zaccaria Deluxe Table Pack 3
01009240117a2000,Piofiore: Fated Memories
0100924013162000,Isolation Story
010092401806e000,One Last Memory - Reimagined
010092401e216000,Astrorun
0100924026596000,Emoji Battlefield - Sky Massacre
0100925018dd8000,2weistein – The Curse of the Red Dragon 3 - Ronger Pirates
010092501e9ac000,House of Golf 2
010092600e9a2000,Caged Garden Cock Robin
010092601020a000,while True: learn()
0100926014a96000,Get Ogre It
0100926016012000,PowerWash Simulator
0100926016013001,PowerWash Simulator – Tomb Raider Special Pack
0100926016013002,PowerWash Simulator Midgar Special Pack
0100926016013003,PowerWash Simulator SpongeBob SquarePants Special Pack
0100926016013004,PowerWash Simulator Back to the Future Special Pack
0100926016013005,PowerWash Simulator - Halloween House - Halloween 2024
0100926016013006,PowerWash Simulator – Santa's Workshop - Winter 2023
0100926016013007,PowerWash Simulator – Warhammer 40,000 Special Pack
0100926016013008,PowerWash Simulator – Alice’s Adventures Special Pack
0100926016013009,PowerWash Simulator – Muckingham Files – Part 3
010092601601300a,PowerWash Simulator – Cruise Ship Sun Deck – Summer 2024
010092601601300b,PowerWash Simulator – Muckingham Files – Part 4
010092601601300c,PowerWash Simulator – Shrek Special Pack
010092601601300d,PowerWash Simulator - Ice Rink - Winter 2024
010092601601300e,PowerWash Simulator – Wallace & Gromit Special Pack
010092601601300f,PowerWash Simulator – Muckingham Files – Part 5
0100926016013010,PowerWash Simulator – Muckingham Files – Part 6
010092601d23a000,Can of Wormholes
0100927019330000,Animal Lover
010092701966a000,Little Witch Nobeta
010092701966b001,Bunny and Bear Kigu Skin Bundle
010092701966b002,Midnight Kitty, Chinese Dress, & Nurse Skin Bundle
010092701966b003,Dragon Princess, Knitted Uniform & Land Mine Girl Skin Bundle
010092701f89a000,Toon Roads : Superbike
010092702023c000,Medieval Fantasy: Jigsaw Puzzle
010092702023d001,Great Warriors
010092702023d002,Fantastic Beasts
010092702023d003,Eerie Darkness
010092702023d004,Funny Moments
0100927023a34000,SOMA
0100928005094000,Soulblight
0100928005bd2000,Xenoraid
010092801d9ba000,G.I. JOE: WRATH OF COBRA
01009280221e2000,Make it! Okonomiyaki
010092901203a000,Escape From Tethys
0100929013172000,Arcade Archives SUPER COBRA
010092901dae0000,Voltaire: The Vegan Vampire
01009290268a4000,Dinosaur Bones Digging Simulator 2026
01009290276ea000,Angry Dog
010092a00c4b6000,Friday the 13th: The Game Ultimate Slasher Edition
010092a00d43c000,The Talos Principle: Deluxe Edition
010092a0102ae000,Spider Solitaire
010092a0172e4000,It Takes Two - On Card DLC
010092a0172e5001,It Takes Two
010092a0172e5002,It Takes Two - Friend's Pass
010092a025742000,Red Pippy
010092a02614a000,Moto Racer Highway Traffic
010092a02747e000,VoidFront: Galactic Warfare
010092a02768e000,Alice in Wonder Underland AIWU
010092b0091d0000,Team Sonic Racing
010092b00c4f0000,Hello Neighbor Hide and Seek
010092b010448000,Piffle: A Cat Puzzle Adventure
010092b010449001,Piffle DLC 1: The Great Dessert
010092b016a18000,Guardian of Lore
010092b01c6cc000,Nice Disc: The Last Hot Blood
010092b01d16c000,Pool Party
010092b01d986000,TORIDAMA2: Brave Challenge
010092b01fafe000,Arcade Archives VIOLENCE FIGHT
010092b024106000,Duo Games
010092b02652c000,Meowgic Mix
010092c00c5ec000,Catan
010092c00c5ed001,Catan - Cities & Knights
010092c013fb8000,BORIS THE ROCKET
010092c016480000,Top Down Racer
010092c016564000,Wild & Adventure Pinball
010092c01b976000,Stolen Realm
010092c01c202000,Afterdream
010092c024ba6000,Death Frame
010092d00cc12000,Octahedron: Transfixed Edition Demo
010092d00ff66000,Top Run
010092d018e0c000,Roar of Revenge
010092d01971a000,Frogice
010092d01d8fe000,World War: D-Day PART TWO
010092d026c82000,Arcade Archives FINAL LAP
010092e00e7f4000,Deleveled
010092e014400000,Acalesia
010092e016b26000,Hatsune Miku Jigsaw Puzzle
010092e0196d0000,Piratepoly Gold: Caribbean Treasure
010092f020cb6000,ONE BTN BOSSES
010092f026908000,Night Strike Resistance: WW2
010093000cb62000,Sudoku Universe
0100930016422000,Dumpy & Bumpy
0100930019b14000,Tempoknight
010093001c49a000,Time Master
010093001dff2000,StormEdge
010093001f888000,While We Wait Here
010093002060a000,Highway Legends: Traffic Speed Racer
010093002060b001,DLC Highway Legends: Road to Riches
010093002060b002,Highway Legends: Desert Mirage Unveiled
010093002060b003,Highway Legends: Triple Threat on Street
0100930026340000,Jay and Silent Bob: Chronic Blunt Punch
010093102290c000,StarLightRiders: HyperJump
0100931026d22000,EGGCONSOLE SUPER COOKS MSX2
01009320084a4000,SteamWorld Dig
010093201b0ce000,Summer Bubble Splash
010093202812a000,Girls Who Are Totally Into Me
010093301236a000,Four Kings: Video Poker
0100933020e48000,Never 7 - The End of Infinity
01009330214c6000,Titanigods
0100933025b60000,Arcade Archives ROC'N ROPE
0100934003bcc000,Guns, Gore and Cannoli
010093401939a000,Unmatched: Digital Edition
010093401939b005,Unmatched: Digital Edition - Bigfoot
010093401939b006,Unmatched: Digital Edition - Robin Hood
010093401939b007,Unmatched: Digital Edition - Sherwood Forest
010093401939b008,Unmatched: Digital Edition - Yukon
010093401939b009,Unmatched: Digital Edition - Sherlock Holmes
010093401939b00a,Unmatched: Digital Edition - Dracula
010093401939b00b,Unmatched: Digital Edition - Jekyll & Hyde
010093401939b00c,Unmatched: Digital Edition - Invisible Man
010093401939b00d,Unmatched: Digital Edition - Baskerville Manor
010093401939b00e,Unmatched: Digital Edition - Soho
010093401939b010,Unmatched: Digital Edition - Contrast Skin Bundle 1
010093401939b011,Unmatched: Digital Edition - Contrast Skin Bundle 2
010093401939b012,Unmatched: Digital Edition - 80s skin bundle 1
010093401939b013,Unmatched: Digital Edition - 80s skin Bundle 2
010093402290e000,Ogu and the Secret Forest
0100934024eae000,Nora: In Search of Hidden Ingredients
0100935017662000,Mahjong: Magic Casual Puzzle
010093502490e000,Monster Meals
0100935026e4e000,Space Dragons
010093600a60c000,Agatha Knife
010093600d5e0000,The Rainsdowne Players
0100936011556000,Root Double -Before Crime * After Days- Xtend Edition
010093601ce6c000,Cat Pipes
010093601f7da000,Cyborg Force
010093602007e000,Island Survival: Craft, Build, Grow
0100936024950000,Mistonia's Hope -The Lost Delight-
0100936027094000,Backrooms: Poolrooms
010093700bcdc000,Dungeon Village Demo
0100937014244000,What the Dub?!
01009370171aa000,Kinduo
0100937018162000,Galagi Shooter
01009370207fe000,Journey to Kreisia
01009370207ff001,Experience x3 - Journey to Kreisia
01009370207ff002,Weapon Level x3 - Journey to Kreisia
01009370207ff003,Experience & Weapon Level x2 - Journey to Kreisia
01009370207ff004,No Encounters - Journey to Kreisia
01009370207ff005,Damage x2 - Journey to Kreisia
01009370207ff006,Full Restore - Journey to Kreisia
01009370207ff007,No Skill Cost - Journey to Kreisia
0100937020a78000,Border Police: Contraband Simulator 2024
0100937020a79001,Border Police: Contraband Simulator 2024 – Military Gear
0100937020a79002,Border Police: Contraband Simulator 2025 - Red Camo Ops
0100937020c0a000,Bridges & Docks
01009370231d2000,WiZmans World Re;Try
01009370231d3001,Bonus Monster Pack
010093800a98c000,Super Blackjack Battle 2 Turbo Edition - The Card Warriors
01009380114e0000,Breakpoint
010093801237c000,Metroid™ Dread
0100938012a2e000,Arcade Archives Gemini Wing
0100938017e5c000,Hell Pie
010093801ea32000,Jigsaw Royal Princess
010093801fece000,Night Slashers: Remake
0100939011ed4000,Pokémon UNITE
0100939015968000,Lone McLonegan : A Western Adventure
010093901daf8000,The Last Shot
010093a0108dc000,Drive Buy
010093a0117a0000,Slice of Life
010093a01b14a000,The Holy Gosh Darn
010093a01eba8000,Medieval Lords
010093a022ff4000,Clothes & Outlet Supermarket Store Simulator
010093b01bcf8000,Airport
010093c00f30a000,Eldest Souls
010093c018bb6000,Am I Kind Hearted?
010093c01e65a000,I want to eat umaibo !
010093c01f256000,MOBILE SUIT GUNDAM SEED BATTLE DESTINY REMASTERED
